"RecordingNum","Source","Recordist","Date.Collected","Latitude","Longitude","Behaviors","Remarks","Era","Region"
"49317571","ML","Leslie Bulion","2017-02-24",41.2522001,-72.5451318,"","_","Post","Control"
"493448","XC","William Whitehead","2018-07-13",40.616,-74.3499,"song","","Post","Control"
"500924","XC","William Whitehead","2019-10-05",40.6052,-74.2495,"song","","Post","Control"
"51789091","ML","Alex Wiebe","2017-03-19",42.5394116,-76.5496267,"Song","_","Post","Drought"
"51791931","ML","Max Kirsch","2017-03-19",42.4467995,-76.4406126,"Song","_","Post","Drought"
"51838291","ML","Jeremy Collison","2017-03-19",42.5394116,-76.5496267,"Song","popped up right in front of me and sang nicely_","Post","Drought"
"52172541","ML","Jeremy Collison","2017-03-19",42.4467995,-76.4406126,"Call; Song","_","Post","Drought"
"52257151","ML","Michael Schrimpf","2017-03-25",40.9648162,-73.039813,"Song","_","Post","Control"
"52759551","ML","Sarah Toner","2017-03-19",42.5394116,-76.5496267,"Song","_","Post","Drought"
"52762481","ML","Sarah Toner","2017-03-19",42.4467995,-76.4406126,"Call; Song","Giving jumbled song_","Post","Drought"
"52835431","ML","DJ McNeil","2017-03-26",42.4796874,-76.4509829,"Song","_","Post","Drought"
"53042951","ML","Sherwood  Snyder","2017-04-01",42.384115,-76.480007,"Song","singing in an apple tree_","Post","Drought"
"53252571","ML","Brad Walker","2017-04-02",42.4339256,-76.3209647,"Song","_","Post","Drought"
"53391611","ML","Jay McGowan","2017-03-21",42.4467995,-76.4406126,"Song","Soft song._","Post","Drought"
"53517621","ML","Jay McGowan","2017-03-29",42.4804057,-76.4532351,"Song","_","Post","Drought"
"53519741","ML","Jay McGowan","2017-03-30",42.5394116,-76.5496267,"Song","_","Post","Drought"
"53970331","ML","Brad Walker","2017-04-09",43.0673045,-76.7170787,"Call; Song","_","Post","Drought"
"55830931","ML","Jay McGowan","2017-04-17",42.5394116,-76.5496267,"Call; Song","Interaction calls from two birds then song from one individual._","Post","Drought"
"57168471","ML","Jay McGowan","2017-04-21",42.460791,-76.5068525,"Song","_","Post","Drought"
"57536921","ML","Ana  Schlanzky","2017-04-23",42.4339256,-76.3209647,"Call","_","Post","Drought"
"57678601","ML","Sam Wijeratne","2017-04-29",40.5039181,-74.4958019,"","_","Post","Control"
"57731051","ML","Jay McGowan","2017-05-11",42.4610388,-76.446138,"Song","First individual._","Post","Drought"
"57731081","ML","Jay McGowan","2017-05-11",42.4610388,-76.446138,"Song","Second individual._","Post","Drought"
"60038671","ML","Fabricio Gorleri","2017-06-02",42.2831722,-76.6559494,"Song","_","Post","Drought"
"60554051","ML","Dominic Garcia-Hall","2017-06-07",40.755162,-74.0236828,"Flight Call; Song","Singing male alternating between 3 different perches_","Post","Control"
"60916341","ML","John van Dort","2017-06-12",42.470331,-76.795456,"Song","_","Post","Drought"
"60942111","ML","valerie heemstra","2017-06-12",42.470331,-76.795456,"Song","150 Hz high-pass filter applied in Adobe Audition._","Post","Drought"
"60948441","ML","Ramit Singal","2017-06-12",42.470331,-76.795456,"Song","_","Post","Drought"
"60992171","ML","Glen Chapman","2017-06-12",42.5426153,-76.7982316,"Song","Recorded at edge of Teeter Pond._","Post","Drought"
"61022111","ML","Tawnie Olson","2017-06-13",42.3338153,-76.3400674,"Song","Recorded at 7:39 am. Two recordings of the same bird, who was seen vocalizing from fairly high up in a tree. Wood Thrush and Chickadee are prominent in background. Clear skies, little to no wind. 100 Hz high pass filter applied using Adobe Audition._","Post","Drought"
"61022441","ML","Carlos Funes","2017-06-13",42.3338153,-76.3400674,"Song","Male in top of a bush._","Post","Drought"
"61023241","ML","Doug Hitchcox","2017-06-12",42.470331,-76.795456,"Song","Recorded at 9:00AM_","Post","Drought"
"61025691","ML","Tawnie Olson","2017-06-12",42.5426153,-76.7982316,"Song","Recorded at 7:06 am. Bird seen vocalizing from top of tree._","Post","Drought"
"61103911","ML","Glen Chapman","2017-06-13",42.3338153,-76.3400674,"Song","_","Post","Drought"
"61168821","ML","Julianne Warren","2017-06-12",42.470331,-76.795456,"Song","exposed, singing from shrub in old field, 7:30 am, sunny/breezy, 60s F_","Post","Drought"
"61169711","ML","Ramit Singal","2017-06-15",42.3338153,-76.3400674,"Song","Recorded at 0930 hrs. Single bird singing from inside a patch of grass across a smallpond._","Post","Drought"
"61170621","ML","Taksh Sangwan","2017-06-15",42.3338153,-76.3400674,"","_","Post","Drought"
"61231761","ML","Natasza Fontaine","2017-06-16",42.5394116,-76.5496267,"Song","_One feeding cowbird.","Post","Drought"
"61240291","ML","Doug Hitchcox","2017-06-16",42.460791,-76.5068525,"Song","Recorded at 0956. 150Hz high pass filter applied in Adobe Audition._Recreating history.","Post","Drought"
"61518201","ML","Fabricio Gorleri","2017-06-17",43.07931,-76.67442,"Song","_","Post","Drought"
"61518221","ML","Fabricio Gorleri","2017-06-17",43.07931,-76.67442,"Song","_","Post","Drought"
"61518231","ML","Fabricio Gorleri","2017-06-17",43.07931,-76.67442,"Song","_","Post","Drought"
"61939711","ML","Natasza Fontaine","2017-06-25",41.0323367,-73.8149359,"Song","Hum in the background from cars and lawn mower  - Relatively good recording from a residential area - High pass filter using Adobe audition at 150 Hz_Two song variations from same bird","Post","Control"
"62009001","ML","Jay McGowan","2017-06-18",42.2831722,-76.6559494,"Song","_","Post","Drought"
"62048241","ML","Christopher Eliot","2017-06-27",40.7145119,-73.6003128,"Song","singing from short tree above weedy field under a clear sky; on campus at Northeast Meadow_","Post","Control"
"62341021","ML","Emphe Ghie","2017-06-29",40.970191,-73.6698066,"","_","Post","Control"
"62503001","ML","Guillermo Funes","2017-06-18",42.2831722,-76.6559494,"Song","Two recordings of the same bird. Separated by 1 sec of silence_","Post","Drought"
"62700811","ML","Natasza Fontaine","2017-06-29",40.8626639,-73.8765139,"Song","High pass @150 using Adobe Audition - City sounds in the background_Two song sparrows singing across the Bronx river","Post","Control"
"63225541","ML","Martha Fischer","2017-07-02",42.423426,-76.59557,"Song","_","Post","Drought"
"64131101","ML","Kaylin Ingalls","2017-07-07",42.4370524,-76.3054503,"Song","_","Post","Drought"
"64637721","ML","Ted Floyd","2017-07-29",40.8874815,-73.3729219,"Song","Sex unknown; both sexes sing in this species. Note that this is not the same individual as in ML64637361,_Widespread songsters.","Post","Control"
"74384481","ML","Gregory Budney","2017-06-10",42.2485817,-76.6977131,"Song","Song from a male recorded in stereo at 0934hrs.  This male is presumed to be the mate of the bird recorded giving alarm calls in ML74384411._","Post","Drought"
"74384541","ML","Gregory Budney","2017-06-10",42.2485817,-76.6977131,"Call","Song from male recorded in stereo at 1049hrs.   Same location as the song sparrows recorded about an hour earlier and presumed to be the same male._","Post","Drought"
"75611381","ML","Dominic Garcia-Hall","2017-06-28",40.755162,-74.0236828,"Song","_","Post","Control"
"78605911","ML","CLI Birding","2017-12-14",40.810756,-73.1044436,"Song","Chirpy chirpy chirp eee chirpychirpychirp_","Post","Control"
"79165501","ML","CLI Birding","2017-07-10",40.810756,-73.1044436,"Song","_","Post","Control"
"83516","XC","Jelmer Poelstra","2008-04-19",42.6409,-77.3509,"song","","Pre","Drought"
"83576","XC","Jelmer Poelstra","2008-06-23",43.0484,-75.9709,"song","","Pre","Drought"
"84884181","ML","CLI Birding","2018-02-06",40.810756,-73.1044436,"Song","_","Post","Control"
"85894501","ML","John Beetham","2018-02-14",40.4889182,-74.4228029,"Song","Three males countersinging_","Post","Control"
"86091531","ML","CLI Birding","2018-02-15",40.810756,-73.1044436,"Song","_","Post","Control"
"87326571","ML","Louis DeMarco","2018-02-24",40.5598332,-73.904462,"Song","_","Post","Control"
"87963221","ML","CLI Birding","2018-02-28",40.810756,-73.1044436,"Song","_","Post","Control"
"89493131","ML","CLI Birding","2018-03-10",40.946195,-73.1156445,"Song","_","Post","Control"
"90981781","ML","Kriss Replogle","2018-03-23",41.0020711,-73.923043,"Song","_reeds around pond","Post","Control"
"91494611","ML","Jeremy Collison","2018-03-25",42.5394116,-76.5496267,"Song","second portion of recording after voice announcement at 9:41 am_","Post","Drought"
"91499061","ML","Kai Victor","2018-03-25",42.5394116,-76.5496267,"Song","_","Post","Drought"
"91500001","ML","Eve Hallock","2018-03-25",42.5394116,-76.5496267,"Song","_","Post","Drought"
"91502011","ML","Rachael Mady","2018-03-25",42.5394116,-76.5496267,"Song","previous recordings mentioned but were of lower quality. playback and pishing_","Post","Drought"
"91502261","ML","Facundo Fernandez-Duque","2018-03-25",42.5394116,-76.5496267,"Song","_","Post","Drought"
"91503621","ML","Sarah Toner","2018-03-25",42.5394116,-76.5496267,"Call; Song","_","Post","Drought"
"92595221","ML","John Oshlick","2018-03-30",41.2627754,-72.7162957,"","_","Post","Control"
"92651121","ML","Jay McGowan","2018-04-02",42.460791,-76.5068525,"Song","_","Post","Drought"
"93479451","ML","valerie heemstra","2018-04-08",41.1751079,-73.8718849,"Song","Singing from an exposed branch of a small 3-foot shrub as the sun rose over the forest and shone on Mariandale_","Post","Control"
"93504231","ML","Brad Walker","2018-04-08",42.3101677,-76.5216895,"Song","_","Post","Drought"
"93847321","ML","Doug Gochfeld","2018-04-10",40.5813224,-74.0052688,"","_","Post","Control"
"94146101","ML","Tim Schadel","2018-04-11",42.8462509,-78.8594553,"Song","_","Post","Drought"
"94149871","ML","valerie heemstra","2018-04-12",41.1098093,-73.8352114,"Song","Recorded on Ash Tree Loop, bird singing from bushes opposite the bluebird houses_","Post","Control"
"94433681","ML","Brad Walker","2018-04-14",42.2942745,-76.6387582,"Song","_","Post","Drought"
"94433701","ML","Brad Walker","2018-04-14",42.2942745,-76.6387582,"Song","_","Post","Drought"
"94433961","ML","Brad Walker","2018-04-14",42.2942745,-76.6387582,"Song","_","Post","Drought"
"94735501","ML","Brad Walker","2018-04-15",42.3336915,-76.6796165,"Song","Loud ruffling sounds from preening can be heard at the beginning._","Post","Drought"
"95857841","ML","Brad Walker","2018-04-22",42.3336915,-76.6796165,"Song","_","Post","Drought"
"95944861","ML","Jay McGowan","2018-04-21",43.0787739,-76.7080184,"Call; Song","Calls and song._","Post","Drought"
"95945871","ML","Jay McGowan","2018-04-21",43.0787739,-76.7080184,"Call; Song","Song from one bird, then two chasing each other around._","Post","Drought"
"96807361","ML","Jay McGowan","2018-04-10",42.4720019,-76.4598012,"Song","_","Post","Drought"
"96924121","ML","Jay McGowan","2018-04-13",42.5034956,-76.4374457,"Song","_","Post","Drought"
"96924951","ML","Jay McGowan","2018-04-13",42.5034956,-76.4374457,"Call; Song","Calls and songs from at least three individuals._","Post","Drought"
"96924981","ML","Jay McGowan","2018-04-13",42.5034956,-76.4374457,"Song","_","Post","Drought"
"99412201","ML","valerie heemstra","2018-05-09",41.9212946,-73.672754,"Song","_While I was recording field sparrow, one song sparrow came so close, it nearly sang in my ear","Post","Control"
